页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家
5,4905234009426571,高坪公安,2023-05-25 10:39:45,#都不买榴莲我就放心了#【挑水果技巧get 】水果营养又美味！快来学习如何挑水果！ ,1,0,1,,南充,四川,中国
5,4905233790534363,在花痴的路上狂奔,2023-05-25 10:38:53,#都不买榴莲我就放心了#就让它烂在手里！反正又不是战略急需物资，不吃也能滋润的活下去，何必给他脸呢？ ,0,0,8,浙江,衢州,浙江,中国
6,4905233581607380,简默yang,2023-05-25 10:38:03,#都不买榴莲我就放心了#那么贵一个小小的榴莲花我二百四 ,0,1,0,甘肃,庆阳,甘肃,中国
6,4905233395747836,开心月影00,2023-05-25 10:37:19,#都不买榴莲我就放心了#不吃榴莲了，榴莲如果还是30块一斤就不买 ,0,0,0,上海,上海,上海,中国
6,4905219248884528,如皋老猫,2023-05-25 09:41:06,国泰的本质就是仇华反华，支持港毒，其政治立场与英美完全一致。所以，希望农夫与蛇的事不要一再上演！对这种臭大街的企业，#都不买榴莲我就放心了#！,15,10,21,江苏,南通,江苏,中国
6,4905233174757631,长在前面的小尾巴,2023-05-25 10:36:25,#都不买榴莲我就放心了#啊我倒是一直买冻榴莲吃 ,0,0,0,上海,上海,上海,中国
6,4905232934372540,月半阳咩咩_,2023-05-25 10:35:29,#都不买榴莲我就放心了#投机倒把只有利益烦透了辛巴卒 ,0,0,1,河北,秦皇岛,河北,中国
6,4905232864117212,AD钙男孩儿,2023-05-25 10:35:12,#都不买榴莲我就放心了#以前一直以为是把壳剥了算斤数的，后来才知道，称完才剥壳 ,0,1,0,北京,北京,北京,中国
6,4905232851537952,喵头瑜,2023-05-25 10:35:09,#都不买榴莲我就放心了#怀念七块钱一斤的榴莲 ,0,0,0,江苏,徐州,江苏,中国
6,4905232850748201,薛城之声,2023-05-25 10:35:09,#都不买榴莲我就放心了# 超有特色的榴莲吃法：正宗武昌清蒸榴莲，温州榴莲蒸鸽子蛋、广式榴莲炖鸡、空气炸锅炸榴莲，学会了做给爱的人吧。思明博览的微博视频 ,0,0,0,,枣庄,山东,中国
6,4905232837902461,羊啊羊,2023-05-25 10:35:05,#都不买榴莲我就放心了#上市那会儿看到价格是20，现在最便宜的都要35一斤了 ,0,0,0,江苏,苏州,江苏,中国
6,4905232351366301,相见就像要逃跑,2023-05-25 10:33:10,#都不买榴莲我就放心了#还不如把山竹价格打下来，山竹yuds ,0,0,2,北京,北京,北京,中国
