页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家
4,4905238119317865,高贵的钮祜禄氏,2023-05-25 10:56:04,#易烊千玺是在撒娇吗# 是的 和我撒娇 ,0,0,0,北京,北京,北京,中国
5,4905238098088927,LOVE_1128珍珍,2023-05-25 10:56:00,#易烊千玺是在撒娇吗#   看着他笑的那么开心自己也跟着笑起来了吧还有更开心的呢，就是这么可爱的易烊千玺出实体专了，正在qq音乐售买中呢千万别错过哦~@TFBOYS-易烊千玺  易烊千玺JacksonYee工作室的秒拍视频 ,1,0,3,陕西,渭南,陕西,中国
5,4905238022848716,亦亦昔昔,2023-05-25 10:55:41,#易烊千玺是在撒娇吗#对 在跟我撒娇呢@TFBOYS-易烊千玺 ,0,0,1,四川,内江,四川,中国
5,4905222390153716,易个猫,2023-05-25 09:53:34,感觉这俩表情在憋着，下一秒可能就哄堂大笑😆 @TFBOYS-易烊千玺  #易烊千玺是在撒娇吗#. #易烊千玺栩栩华生内场饭拍# ,11,10,267,广东,广州,广东,中国
5,4905236470432948,鬼王教教主,2023-05-25 10:49:32,#易烊千玺是在撒娇吗#  一些可可爱爱的小表情和撅嘴，怎么这么甜啊@TFBOYS-易烊千玺   鬼王教教主的微博视频 ,2,7,56,福建,厦门,福建,中国
5,4905237959675997,玺欢一只鞠,2023-05-25 10:55:27,我玺一直都是那个明媚的玺宝@TFBOYS-易烊千玺 #易烊千玺是在撒娇吗#,0,0,6,湖北,十堰,湖北,中国
6,4905237519534732,李法兰的追剧日常,2023-05-25 10:53:42,#易烊千玺是在撒娇吗#代入感很强，易烊千玺向我撒娇！这几天的小表情都好可爱！完全没有抵抗力！ 千玺：高冷的我是不会让别人发现可爱的~ 李法兰的追剧日常的微博视频 ,101,101,105,山西,太原,山西,中国
6,4905237427782332,拒绝饮酒的小南,2023-05-25 10:53:20,#易烊千玺是在撒娇吗# 不 这是玺子哥特有的清澈且真诚的“愚蠢” ,0,0,6,内蒙古,赤峰,内蒙古,中国
6,4905228963152141,易个猫,2023-05-25 10:19:41,感觉他香香的 @TFBOYS-易烊千玺  #易烊千玺是在撒娇吗#. #易烊千玺栩栩华生内场饭拍# 易个猫的微博视频 ,80,33,475,广东,广州,广东,中国
6,4905237326072592,LOVE_1128珍珍,2023-05-25 10:52:56,#易烊千玺是在撒娇吗#   这么可爱的易烊千玺好像藏不住了  安利一下专辑《刘艳芬》正在qq音乐热销中，现网易☁也可听歌哦~ @TFBOYS-易烊千玺 ,0,0,8,陕西,渭南,陕西,中国
6,4905237230127056,都怪你害我脸红红,2023-05-25 10:52:33,报一丝报一丝 我老公#易烊千玺是在撒娇吗# ,0,0,1,浙江,嘉兴,浙江,中国
6,4905237191855007,小肥烊的海绵宝宝,2023-05-25 10:52:24,#易烊千玺是在撒娇吗#每次见人说我四宝高冷🥶！成熟！谁懂啊！我宝的小可爱！小表情只有粉丝能看到吗！开心害羞！是可爱小猫《刘艳芬》还在热销中！感兴趣的可以先听听歌，听到就是赚到！喜欢收藏的可以把6斤宝贝儿带回家！ ,0,0,4,陕西,西安,陕西,中国
6,4905229650757262,A味大佬,2023-05-25 10:22:26,必须拿出这张女儿！  #易烊千玺是在撒娇吗# ,1,2,31,山东,日照,山东,中国
6,4905237108496087,杠宝儿儿,2023-05-25 10:52:04,#易烊千玺是在撒娇吗#易老师就是很可爱啊，看在玺子哥真可爱的份上要不要买张专辑啊。还能健身，虽然交易所说不行，但我觉得可以 ,0,0,1,北京,北京,北京,中国
6,4905237087522682,Only_陌木木,2023-05-25 10:51:59,奶香#易烊千玺是在撒娇吗#,0,0,2,河北,石家庄,河北,中国
6,4905237057898462,塔塔见过三次星星,2023-05-25 10:51:52,#易烊千玺是在撒娇吗#“连个烟花都没给我们放”，来看看易烊千玺真正的撒娇状态易烊千玺de小红鞋的微博视频 ,0,0,2,辽宁,大连,辽宁,中国
