页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家
5,4905317119033745,专骂黑子的清醒人,2023-05-25 16:09:59,#能开得起大女主古偶的女演员#内娱看的最多的剧就是孙俪的，杨紫的，杨幂的剧。都是从她们不红的配角开始的。 ,0,1,23,四川,宜宾,四川,中国
5,4905311843123643,颖雨霏霏a,2023-05-25 15:49:01,赵丽颖#能开得起大女主古偶的女演员#在你们只有古偶大女主的时候，我女已经是现实题材大女主了招商只有我女，懂得都懂 ,0,0,44,广东,江门,广东,中国
5,4905317047473181,千色雨22,2023-05-25 16:09:43,#能开得起大女主古偶的女演员#  列一下几位的爆剧比较一下就清楚了嘛，另外，刘诗诗呢，另外有没有既开得起古偶也开得起现偶大女主的呢？ ,0,3,9,广东,广州,广东,中国
5,4905316997661640,逆风独Red玫瑰,2023-05-25 16:09:31,#能开得起大女主古偶的女演员#  大家似乎觉得古偶很骄傲哈 送我提醒一下： 偶像剧（现偶古偶）评奖都上不了桌 ,0,1,2,江苏,无锡,江苏,中国
5,4905311376249369,小娜娜爱吃糖炒栗子,2023-05-25 15:47:11,#能开得起大女主古偶的女演员#  @赵丽颖 在演戏方面不断突破自己，古装现代皆可，不限题材！！天选大女主！！  去年带来两部口碑热剧《幸福到万家》《风吹半夏》深受大家的喜爱。  期待我宝新剧《与凤行》和打拐新电影 ,0,0,49,安徽,池州,安徽,中国
5,4905309460237170,你的星星已到货-碧苍王妃版,2023-05-25 15:39:34,此等盛世美颜  演古装  是我的福气#赵丽颖#   多久没看过这样的盛世美颜了  #能开得起大女主古偶的女演员# 你的星星已到货-碧苍王妃版的微博视频 ,0,1,79,浙江,杭州,浙江,中国
5,4905314074495752,蜡笔小清醒V5,2023-05-25 15:57:54,#能开得起大女主古偶的女演员# 电视剧只能看进去迪丽热巴演的剧不。其他不说了，不踩任何人。 ,0,0,14,山西,太原,山西,中国
5,4905316653465924,无虞5r,2023-05-25 16:08:08,#能开得起大女主古偶的女演员# 我知道目前三位赵丽颖杨幂杨紫，其他不清楚，前几年85花四位也很强，还有当了素人的爽子也很牛。 ,0,0,6,浙江,温州,浙江,中国
6,4905316644817035,大白兔奶糖sweet_honey派,2023-05-25 16:08:07,#能开得起大女主古偶的女演员# 这个讨论的重点不也应该是女女单抗，男生不需要流量那种吗？ ,0,0,2,湖南,长沙,湖南,中国
6,4905314690274229,梨花如雪独一枝,2023-05-25 16:00:21,#能开得起大女主古偶的女演员#既然有人提了热巴，那就期待热巴现代戏古代戏双开花吧，能演绎各种角色，不论是正剧年代剧还是偶像剧都能让人记住演员也记住角色就非常好！预约好《公诉》《安乐传》了吗 ,0,0,26,上海,上海,上海,中国
6,4905316461056189,最近开始减肥了,2023-05-25 16:07:23,#能开得起大女主古偶的女演员# 怎么老给女演员搞这些啊 又不说名字就想看网友吵呗 我只看杨紫的剧别的女演员也都挺好 ,0,0,17,江西,南昌,江西,中国
6,4905316444277297,西红柿打卤面爱好者,2023-05-25 16:07:19,#能开得起大女主古偶的女演员#请不要把女演员局限在一种题材内好嘛这些业内，女演员有很多发展的空间，不要在缩小打压女演员的戏路 ,0,0,3,北京,北京,北京,中国
6,4905290930328251,来八个卦,2023-05-25 14:25:56,#能开得起大女主古偶的女演员#这四个应该算公认的吧 杨幂《宫》《三生三世十里桃花》 赵丽颖《知否》 杨紫《香蜜》 刘诗诗《步步惊心》 ,112,23,289,河南,郑州,河南,中国
6,4905316297479474,sissi_sunshineSong,2023-05-25 16:06:44,#能开得起大女主古偶的女演员#迪丽热巴开不开都会看 她任何题材我都OK 只要有她～刀姐可以选择性看  最新那个与凤我是仙侠无能 幸福和半夏题材也get不到 但刀的陆贞和明兰在我这里算是经典 以前看国剧不多 没get到85🌸的辉煌时代 so 其他女演员在我这儿几乎没有凭本人吸引我看剧的能力（颜值和CP感在我这里是基本要求 感觉95🌸有希望崛起 毕竟也子 小田 船还有祖鹅都有颜值保障）,0,0,5,重庆,重庆,重庆,中国
6,4905298479810168,狐狸别怕,2023-05-25 14:55:56,#能开得起大女主古偶的女演员# 杨幂的优秀不限于古偶，影视歌全面发展无短板的大女主杨幂，既然又又又带杨幂啦，幂粉就来安利一下待播作品📺悬疑谍战剧哈尔滨一九四四🎬悬疑喜剧电影没有一顿火锅解决不的事，顶级国漫IP狐妖小红娘月红篇 ,2,3,128,北京,北京,北京,中国
6,4905315928377212,zone_Hcy,2023-05-25 16:05:16,#能开得起大女主古偶的女演员#刘诗诗刘诗诗步步惊心 现象级亚洲大爆剧轩辕剑   对打奥运会开启周播新模式女医明妃传  双台破一85花第一人 开启明制巅峰一番大女主爆剧，刘诗诗手握多部爆剧，还有接下来的《一念关山》刘诗诗凭一己之力拉到s+，制作方死磕刘诗诗两年非刘诗诗不可的 狐妖小红娘淮竹篇，这两部必爆。 ,0,1,7,浙江,杭州,浙江,中国
6,4905315642638571,那就保持喜欢吧,2023-05-25 16:04:07,#能开得起大女主古偶的女演员#其实我觉得袁冰妍很可以，没看见谁说，虽然我只看过她得《琉璃》 ,0,1,5,四川,成都,四川,中国
